Nr. SISF,Taxon ID,Rangstufe,Taxonname,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF,Ist Teil von: Taxon ID
385200,1042970,sp,Sedum rupestre L.,Crassulaceae,I,,Sedum rupestre aggr.,385210,1042960
385300,1042980,sp,Sedum sarmentosum Bunge,Crassulaceae,N,,,,
385400,1042990,sp,Sedum sediforme (Jacq.) Pau,Crassulaceae,N,,Sedum rupestre aggr.,385210,1042960
385500,1043000,sp,Sedum sexangulare L.,Crassulaceae,I,,,,
385600,1043020,sp,Sedum spurium M. Bieb.,Crassulaceae,N,,,,
385650,1043030,sp,Sedum stoloniferum S. G. Gmel.,Crassulaceae,N,,,,
385695,1043040,sp,Sedum telephium L.,Crassulaceae,I,,,,
385700,1043050,subsp,Sedum telephium L. subsp. telephium,Crassulaceae,I,,Sedum telephium L.,385695,1043040
385800,1043060,subsp,Sedum telephium subsp. fabaria Kirschl.,Crassulaceae,I,,Sedum telephium L.,385695,1043040
385900,1043070,subsp,Sedum telephium subsp. maximum (L.) Kirschl.,Crassulaceae,I,,Sedum telephium L.,385695,1043040
386000,1043080,sp,Sedum villosum L.,Crassulaceae,I,,,,
386200,1043090,sp,Selaginella helvetica (L.) Link,Selaginellaceae,I,,,,
386300,1043100,sp,Selaginella selaginoides (L.) Schrank & Mart.,Selaginellaceae,I,,,,
386400,1043110,sp,Selinum carvifolia (L.) L.,Apiaceae,I,,,,
387420,1043220,hybrid,Sempervivum ×fauconnetii Reut.,Crassulaceae,,x,,,
386700,1043120,sp,Sempervivum arachnoideum L.,Crassulaceae,I,,,,
386730,1043130,subsp,Sempervivum arachnoideum L. subsp. arachnoideum,Crassulaceae,I,,Sempervivum arachnoideum L.,386700,1043120
386760,1043140,subsp,Sempervivum arachnoideum subsp. tomentosum (C. B. Lehm. & Schnittsp.) Schinz & Thell.,Crassulaceae,I,,Sempervivum arachnoideum L.,386700,1043120
386900,1043150,sp,Sempervivum grandiflorum Haw.,Crassulaceae,I,,,,
387000,1043160,sp,Sempervivum montanum L.,Crassulaceae,I,,,,
387050,1043165,subsp (single),Sempervivum montanum L. subsp. montanum,Crassulaceae,I,,Sempervivum montanum L.,387000,1043160
387100,1043170,sp,Sempervivum tectorum L.,Crassulaceae,I,,,,
387400,1043210,sp,Sempervivum wulfenii Mert. & W. D. J. Koch,Crassulaceae,I,,,,
387500,1043230,sp,Senecio abrotanifolius L.,Asteraceae,I,,,,
387600,1043250,sp,Senecio alpinus (L.) Scop.,Asteraceae,I,,,,
387700,1043260,sp,Senecio aquaticus Hill,Asteraceae,I,,,,
387800,1043270,sp,Senecio cacaliaster Lam.,Asteraceae,,x,,,
388200,1043280,sp,Senecio doronicum (L.) L.,Asteraceae,I,,,,
388250,1043285,subsp (single),Senecio doronicum (L.) L. subsp. doronicum,Asteraceae,I,,Senecio doronicum (L.) L.,388200,1043280
388300,1043300,sp,Senecio erraticus Bertol.,Asteraceae,I,,,,
388400,1043310,sp,Senecio erucifolius L.,Asteraceae,I,,,,
388550,1043320,sp,Senecio gallicus Vill.,Asteraceae,N,,,,
388680,1043330,subsp (single),Senecio germanicus subsp. glabratus Herborg,Asteraceae,,x,Senecio germanicus Wallr.,388630,1043323
388630,1043323,sp,Senecio germanicus Wallr.,Asteraceae,,x,Senecio ovatus aggr.,389870,1043425
388700,1043340,sp,Senecio halleri Dandy,Asteraceae,I,,,,
388900,1043350,sp,Senecio hercynicus Herborg,Asteraceae,I,,Senecio ovatus aggr.,389870,1043425
389000,1043360,sp,Senecio inaequidens DC.,Asteraceae,N,,,,
389005,1043370,sp,Senecio incanus L.,Asteraceae,I,,,,
389100,1043380,subsp,Senecio incanus L. subsp. incanus,Asteraceae,I,,Senecio incanus L.,389005,1043370
389200,1043390,subsp,Senecio incanus subsp. carniolicus (Willd.) Braun-Blanq.,Asteraceae,I,,Senecio incanus L.,389005,1043370
389300,1043400,subsp,Senecio incanus subsp. insubricus (Chenevard) Braun-Blanq.,Asteraceae,I,,Senecio incanus L.,389005,1043370
389600,1043410,sp,Senecio jacobaea L.,Asteraceae,I,,,,
389800,1043430,sp,Senecio ovatus (G. Gaertn. & al.) Willd.,Asteraceae,I,,Senecio ovatus aggr.,389870,1043425
389830,1043440,subsp,Senecio ovatus (G. Gaertn. & al.) Willd. subsp. ovatus,Asteraceae,I,,Senecio ovatus (G. Gaertn. & al.) Willd.,389800,1043430
389870,1043425,aggr,Senecio ovatus aggr.,Asteraceae,I,,,,
389860,1043450,subsp,Senecio ovatus subsp. alpestris (Gaudin) Herborg,Asteraceae,I,,Senecio ovatus (G. Gaertn. & al.) Willd.,389800,1043430
389900,1043460,sp,Senecio paludosus L.,Asteraceae,I,,,,
390000,1043470,sp,Senecio rupestris Waldst. & Kit.,Asteraceae,I,,,,
390150,1043490,sp,Senecio subalpinus W. D. J. Koch,Asteraceae,N,,,,
390200,1043500,sp,Senecio sylvaticus L.,Asteraceae,I,,,,
390350,1043510,sp,Senecio vernalis Waldst. & Kit.,Asteraceae,N,,,,
390400,1043520,sp,Senecio viscosus L.,Asteraceae,I,,,,
390500,1043530,sp,Senecio vulgaris L.,Asteraceae,A,,,,
390600,1043550,sp,Serapias lingua L.,Orchidaceae,,x,,,
390700,1043560,sp,Serapias vomeracea (Burm. f.) Briq.,Orchidaceae,I,,,,
390950,1043580,sp,Serratula tinctoria L.,Asteraceae,I,,,,
391000,1043590,subsp,Serratula tinctoria L. subsp. tinctoria,Asteraceae,I,,Serratula tinctoria L.,390950,1043580
391150,1043600,subsp,Serratula tinctoria subsp. monticola (Boreau) Berher,Asteraceae,I,,Serratula tinctoria L.,390950,1043580
391250,1043610,sp,Seseli annuum L.,Apiaceae,I,,,,
391300,1043620,subsp,Seseli annuum L. subsp. annuum,Apiaceae,I,,Seseli annuum L.,391250,1043610
391400,1043630,subsp,Seseli annuum subsp. carvifolium (Vill.) P. Fourn.,Apiaceae,,x,Seseli annuum L.,391250,1043610
391600,1043640,sp,Seseli hippomarathrum Jacq.,Apiaceae,,x,,,
391700,1043660,sp,Seseli libanotis (L.) W. D. J. Koch,Apiaceae,I,,,,
391800,1043670,sp,Seseli montanum L.,Apiaceae,I,,,,
391900,1043680,sp,Seseli pallasii Besser,Apiaceae,N,,,,
392200,1043700,sp,Sesleria caerulea (L.) Ard.,Poaceae,I,,,,
392400,1043710,sp,Sesleria ovata (Hoppe) A. Kern.,Poaceae,,x,,,
392500,1043720,sp,Sesleria sphaerocephala Ard.,Poaceae,I,,,,
392850,1043740,sp,Setaria faberi R. A. W. Herrm.,Poaceae,NC,,,,
393100,1043760,sp,Setaria italica (L.) P. Beauv.,Poaceae,AC,,,,
393150,1043795,sp,Setaria parviflora (Poir.) Kerguélen,Poaceae,N,,,,
393200,1043790,sp,Setaria pumila (Poir.) Roem. & Schult.,Poaceae,A,,,,
393300,1043800,sp,Setaria verticillata (L.) P. Beauv.,Poaceae,A,,,,
393400,1043810,sp,Setaria verticilliformis Dumort.,Poaceae,A,,,,
393500,1043820,sp,Setaria viridis (L.) P. Beauv.,Poaceae,A,,,,
393600,1043830,sp,Sherardia arvensis L.,Rubiaceae,I,,,,
393700,1043840,sp,Sibbaldia procumbens L.,Rosaceae,I,,,,
393750,1043850,sp,Sicyos angulatus L.,Cucurbitaceae,N,,,,
393800,1043860,sp,Sideritis hyssopifolia L.,Lamiaceae,I,,,,
393900,1043870,sp,Sideritis montana L.,Lamiaceae,A,,,,
394200,1043880,sp,Silaum silaus (L.) Schinz & Thell.,Apiaceae,I,,,,
394300,1043890,sp,Silene acaulis (L.) Jacq.,Caryophyllaceae,I,,,,
394450,1043895,sp,Silene alpestris Jacq.,Caryophyllaceae,N,,,,
394500,1043900,sp,Silene armeria L.,Caryophyllaceae,I,,,,
394600,1043910,sp,Silene conica L.,Caryophyllaceae,N,,,,
394700,1043920,sp,Silene coronaria (L.) Clairv.,Caryophyllaceae,I,,,,
394750,1043925,sp,Silene cretica L.,Caryophyllaceae,A,,,,
394800,1043930,sp,Silene dichotoma Ehrh.,Caryophyllaceae,N,,,,
394900,1043940,sp,Silene dioica (L.) Clairv.,Caryophyllaceae,I,,,,
395000,1043950,sp,Silene elisabethae Jan,Caryophyllaceae,,x,,,
395100,1043960,sp,Silene exscapa All.,Caryophyllaceae,I,,,,
395200,1043970,sp,Silene flos-cuculi (L.) Clairv.,Caryophyllaceae,I,,,,
395300,1043980,sp,Silene flos-jovis (L.) Clairv.,Caryophyllaceae,I,,,,
395400,1043990,sp,Silene gallica L.,Caryophyllaceae,A,,,,
395700,1044000,sp,Silene italica (L.) Pers.,Caryophyllaceae,I,,,,
395750,1044001,subsp (single),Silene italica (L.) Pers. subsp. italica,Caryophyllaceae,I,,Silene italica (L.) Pers.,395700,1044000
395950,1044005,sp,Silene nemoralis Waldst. & Kit.,Caryophyllaceae,,x,,,
396000,1044010,sp,Silene noctiflora L.,Caryophyllaceae,A,,,,
396050,1044020,sp,Silene nutans L.,Caryophyllaceae,I,,,,
396100,1044030,subsp,Silene nutans L. subsp. nutans,Caryophyllaceae,I,,Silene nutans L.,396050,1044020
396150,1044040,subsp,Silene nutans subsp. insubrica (Gaudin) Soldano,Caryophyllaceae,I,,Silene nutans L.,396050,1044020
396300,1044050,sp,Silene otites (L.) Wibel,Caryophyllaceae,I,,,,
396400,1044060,sp,Silene pratensis (Rafn) Godr.,Caryophyllaceae,I,,,,
396600,1044070,sp,Silene pusilla Waldst. & Kit.,Caryophyllaceae,I,,,,
396800,1044080,sp,Silene rupestris L.,Caryophyllaceae,I,,,,
396900,1044090,sp,Silene saxifraga L.,Caryophyllaceae,I,,,,
397000,1044110,sp,Silene suecica (Lodd.) Greuter & Burdet,Caryophyllaceae,I,,,,
397100,1044120,sp,Silene vallesia L.,Caryophyllaceae,I,,,,
397200,1044130,sp,Silene viscaria (L.) Borkh.,Caryophyllaceae,I,,,,
397295,1044140,sp,Silene vulgaris (Moench) Garcke,Caryophyllaceae,I,,,,
397300,1044150,subsp,Silene vulgaris (Moench) Garcke subsp. vulgaris,Caryophyllaceae,I,,Silene vulgaris (Moench) Garcke,397295,1044140
397400,1044160,subsp,Silene vulgaris subsp. glareosa (Jord.) Marsden-Jones & Turrill,Caryophyllaceae,I,,Silene vulgaris (Moench) Garcke,397295,1044140
397600,1044180,subsp,Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell.,Caryophyllaceae,I,,Silene vulgaris (Moench) Garcke,397295,1044140
397750,1044190,sp,Silphium perfoliatum L.,Asteraceae,N,,,,
397800,1044200,sp,Silybum marianum (L.) Gaertn.,Asteraceae,AC,,,,
397900,1044210,sp,Sinapis alba L.,Brassicaceae,A,,,,
397930,1044215,subsp (single),Sinapis alba L. subsp. alba,Brassicaceae,A,,Sinapis alba L.,397900,1044210
398000,1044220,sp,Sinapis arvensis L.,Brassicaceae,A,,,,
398100,1044240,sp,Sison amomum L.,Apiaceae,I,,,,
398150,1044250,sp,Sisymbrella aspera (L.) Spach,Brassicaceae,,x,,,
398200,1044260,sp,Sisymbrium altissimum L.,Brassicaceae,N,,,,
398300,1044270,sp,Sisymbrium austriacum Jacq.,Brassicaceae,I,,,,
398400,1044280,sp,Sisymbrium irio L.,Brassicaceae,N,,,,
398500,1044290,sp,Sisymbrium loeselii L.,Brassicaceae,N,,,,
398600,1044300,sp,Sisymbrium officinale (L.) Scop.,Brassicaceae,A,,,,
398700,1044310,sp,Sisymbrium orientale L.,Brassicaceae,N,,,,
398800,1044320,sp,Sisymbrium strictissimum L.,Brassicaceae,I,,,,
398900,1044330,sp,Sisymbrium supinum L.,Brassicaceae,I,,,,
399200,1044350,sp,Sisyrinchium montanum Greene,Iridaceae,N,,,,
399300,1044360,sp,Sium latifolium L.,Apiaceae,I,,,,
399350,1044370,sp,Smyrnium perfoliatum L.,Apiaceae,N,,,,
399430,1044380,sp,Solanum carolinense L.,Solanaceae,N,,,,
399450,1044390,sp,Solanum chenopodioides Lam.,Solanaceae,N,,,,
399500,1044400,sp,Solanum dulcamara L.,Solanaceae,I,,,,
400000,1044410,sp,Solanum melongena L.,Solanaceae,NC,,,,
400100,1044420,sp,Solanum nigrum L.,Solanaceae,I,,,,
400130,1044430,subsp,Solanum nigrum L. subsp. nigrum,Solanaceae,I,,Solanum nigrum L.,400100,1044420
400160,1044440,subsp,Solanum nigrum subsp. schultesii (Opiz) Wessely,Solanaceae,N,,Solanum nigrum L.,400100,1044420
400230,1044460,sp,Solanum physalifolium Rusby,Solanaceae,N,,,,
400280,1044480,sp,Solanum rostratum Dunal,Solanaceae,N,,,,
400400,1044490,sp,Solanum tuberosum L.,Solanaceae,NC,,,,
400450,1044500,sp,Solanum villosum Mill.,Solanaceae,I,,,,
400460,1044510,subsp,Solanum villosum Mill. subsp. villosum,Solanaceae,I,,Solanum villosum Mill.,400450,1044500
400470,1044520,subsp,Solanum villosum subsp. miniatum (Willd.) Edmonds,Solanaceae,I,,Solanum villosum Mill.,400450,1044500
400600,1044540,sp,Soldanella alpina L.,Primulaceae,I,,,,
400700,1044550,sp,Soldanella minima Hoppe,Primulaceae,,x,,,
400800,1044560,sp,Soldanella pusilla Baumg.,Primulaceae,I,,,,
400830,1044565,subsp (single),Soldanella pusilla subsp. alpicola (F. K. Mey.) Chrtek,Primulaceae,I,,Soldanella pusilla Baumg.,400800,1044560
400860,1044570,sp,Soleirolia soleirolii (Req.) Dandy,Urticaceae,N,,,,
401050,1044575,aggr,Solidago canadensis aggr.,Asteraceae,N,,,,
401000,1044580,sp,Solidago canadensis L.,Asteraceae,N,,Solidago canadensis aggr.,401050,1044575
401100,1044590,sp,Solidago gigantea Aiton,Asteraceae,N,,Solidago canadensis aggr.,401050,1044575
401200,1044600,sp,Solidago graminifolia (L.) Salisb.,Asteraceae,N,,,,
401230,1044605,sp,Solidago nemoralis Aiton,Asteraceae,,x,Solidago canadensis aggr.,401050,1044575
401250,1044610,sp,Solidago rugosa Mill.,Asteraceae,N,,Solidago canadensis aggr.,401050,1044575
401395,1044620,sp,Solidago virgaurea L.,Asteraceae,I,,,,
401400,1044630,subsp,Solidago virgaurea L. subsp. virgaurea,Asteraceae,I,,Solidago virgaurea L.,401395,1044620
401500,1044640,subsp,Solidago virgaurea subsp. minuta (L.) Arcang.,Asteraceae,I,,Solidago virgaurea L.,401395,1044620
401550,1044646,sp,Soliva sessilis Ruiz & Pav.,Asteraceae,N,,,,
401595,1044650,sp,Sonchus arvensis L.,Asteraceae,I,,,,
401600,1044660,subsp,Sonchus arvensis L. subsp. arvensis,Asteraceae,I,,Sonchus arvensis L.,401595,1044650
401700,1044670,subsp,Sonchus arvensis subsp. uliginosus (M. Bieb.) Nyman,Asteraceae,I,,Sonchus arvensis L.,401595,1044650
401800,1044680,sp,Sonchus asper Hill,Asteraceae,I,,,,
401850,1044685,subsp (single),Sonchus asper Hill subsp. asper,Asteraceae,I,,Sonchus asper Hill,401800,1044680
401900,1044690,sp,Sonchus oleraceus L.,Asteraceae,I,,,,
402000,1044700,sp,Sonchus palustris L.,Asteraceae,I,,,,
402050,1044710,sp,Sonchus tenerrimus L.,Asteraceae,N,,,,
402150,1044720,sp,Sorbaria sorbifolia (L.) A. Braun,Rosaceae,N,,,,
402200,1044730,sp,Sorbus aria (L.) Crantz,Rosaceae,I,,Sorbus aria aggr.,402250,1044725
402250,1044725,aggr,Sorbus aria aggr.,Rosaceae,I/N,,,,
402300,1044740,sp,Sorbus aucuparia L.,Rosaceae,I,,,,
402330,1044750,subsp,Sorbus aucuparia L. subsp. aucuparia,Rosaceae,I,,Sorbus aucuparia L.,402300,1044740
402360,1044760,subsp,Sorbus aucuparia subsp. glabrata (Wimm. & Grab.) Cajander,Rosaceae,I,,Sorbus aucuparia L.,402300,1044740
402380,1044765,sp,Sorbus austriaca (Beck) Hedl.,Rosaceae,,x,Sorbus aria aggr.,402250,1044725
402400,1044770,sp,Sorbus chamaemespilus (L.) Crantz,Rosaceae,I,,,,
402500,1044780,sp,Sorbus domestica L.,Rosaceae,I,,,,
402530,1044790,sp,Sorbus intermedia (Ehrh.) Pers.,Rosaceae,NC,,Sorbus aria aggr.,402250,1044725
402550,1044825,sp,Sorbus latifolia (Lam.) Pers.,Rosaceae,I,,Sorbus aria aggr.,402250,1044725
402600,1044810,sp,Sorbus mougeotii Soy.-Will. & Godr.,Rosaceae,I,,Sorbus aria aggr.,402250,1044725
402700,1044820,sp,Sorbus torminalis (L.) Crantz,Rosaceae,I,,,,
402760,1044840,sp,Sorghum bicolor (L.) Moench,Poaceae,NC,,,,
402800,1044850,sp,Sorghum halepense (L.) Pers.,Poaceae,N,,,,
402900,1044870,sp,Sparganium angustifolium Michx.,Typhaceae,I,,,,
403000,1044880,sp,Sparganium emersum Rehmann,Typhaceae,I,,,,
403100,1044890,sp,Sparganium erectum L.,Typhaceae,I,,,,
403190,1044900,subsp,Sparganium erectum L. subsp. erectum,Typhaceae,I,,Sparganium erectum L.,403100,1044890
403300,1044910,subsp,Sparganium erectum subsp. microcarpum (Neuman) Domin,Typhaceae,I,,Sparganium erectum L.,403100,1044890
403400,1044920,subsp,Sparganium erectum subsp. neglectum (Beeby) K. Richt.,Typhaceae,I,,Sparganium erectum L.,403100,1044890
403500,1044930,subsp,Sparganium erectum subsp. oocarpum (Čelak.) Domin,Typhaceae,I,,Sparganium erectum L.,403100,1044890
403800,1044950,sp,Sparganium natans L.,Typhaceae,I,,,,
404200,1044960,sp,Spartium junceum L.,Fabaceae,N,,,,
404300,1044970,sp,Spergula arvensis L.,Caryophyllaceae,A,,,,
404400,1044980,sp,Spergula pentandra L.,Caryophyllaceae,,x,,,
404450,1045010,sp,Spergularia marina (L.) Griseb.,Caryophyllaceae,N,,,,
404600,1044990,sp,Spergularia media (L.) C. Presl,Caryophyllaceae,,x,,,
404700,1045000,sp,Spergularia rubra (L.) J. Presl & C. Presl,Caryophyllaceae,A,,,,
404800,1045020,sp,Spergularia segetalis (L.) G. Don,Caryophyllaceae,I,,,,
404900,1045030,sp,Spinacia oleracea L.,Amaranthaceae,NC,,,,
404985,1045102,hybrid,Spiraea ×arguta Zabel,Rosaceae,N,,,,
404990,1045104,hybrid,Spiraea ×billardii Hérincq,Rosaceae,N,,Spiraea salicifolia aggr.,404970,1045085
404995,1045106,hybrid,Spiraea ×pseudosalicifolia Silverside,Rosaceae,N,,Spiraea salicifolia aggr.,404970,1045085
404930,1045040,sp,Spiraea alba Du Roi,Rosaceae,NC,,,,
404950,1045060,sp,Spiraea chamaedryfolia L.,Rosaceae,N,,,,
404960,1045080,sp,Spiraea japonica L. f.,Rosaceae,N,,,,
404970,1045085,aggr,Spiraea salicifolia aggr.,Rosaceae,N,,,,
404965,1045090,sp,Spiraea salicifolia L.,Rosaceae,NC,,Spiraea salicifolia aggr.,404970,1045085
405000,1045110,sp,Spiranthes aestivalis (Poir.) Rich.,Orchidaceae,I,,,,
405100,1045120,sp,Spiranthes spiralis (L.) Chevall.,Orchidaceae,I,,,,
405200,1045130,sp,Spirodela polyrhiza (L.) Schleid.,Araceae,I,,,,
405230,1045140,sp,Sporobolus indicus (L.) R. Br.,Poaceae,N,,,,
405250,1045150,sp,Sporobolus neglectus Nash,Poaceae,N,,Sporobolus vaginiflorus aggr.,405270,1045159
405280,1045160,sp,Sporobolus vaginiflorus (A. Gray) Alph. Wood,Poaceae,N,,Sporobolus vaginiflorus aggr.,405270,1045159
405270,1045159,aggr,Sporobolus vaginiflorus aggr.,Poaceae,N,,,,
406850,1045320,hybrid,Stachys ×ambigua Sm.,Lamiaceae,I,,,,
405300,1045170,sp,Stachys alopecuros (L.) Benth.,Lamiaceae,I,,,,
405350,1045175,subsp (single),Stachys alopecuros (L.) Benth. subsp. alopecuros,Lamiaceae,I,,Stachys alopecuros (L.) Benth.,405300,1045170
405400,1045180,sp,Stachys alpina L.,Lamiaceae,I,,,,
405500,1045190,sp,Stachys annua (L.) L.,Lamiaceae,A,,,,
405600,1045200,sp,Stachys arvensis (L.) L.,Lamiaceae,A,,,,
405700,1045210,sp,Stachys byzantina K. Koch,Lamiaceae,N,,,,
405800,1045220,sp,Stachys germanica L.,Lamiaceae,A,,,,
406000,1045230,sp,Stachys officinalis (L.) Trevis.,Lamiaceae,I,,,,
406100,1045240,subsp,Stachys officinalis (L.) Trevis. subsp. officinalis,Lamiaceae,I,,Stachys officinalis (L.) Trevis.,406000,1045230
406200,1045250,subsp,Stachys officinalis subsp. serotina (Host) Hayek,Lamiaceae,,x,Stachys officinalis (L.) Trevis.,406000,1045230
406400,1045260,sp,Stachys palustris L.,Lamiaceae,I,,,,
406500,1045270,sp,Stachys pradica (Zanted.) Greuter & Pignatti,Lamiaceae,I,,,,
406595,1045280,sp,Stachys recta L.,Lamiaceae,I,,,,
406600,1045290,subsp,Stachys recta L. subsp. recta,Lamiaceae,I,,Stachys recta L.,406595,1045280
406700,1045300,subsp,Stachys recta subsp. grandiflora (Caruel) Arcang.,Lamiaceae,I,,Stachys recta L.,406595,1045280
406800,1045310,sp,Stachys sylvatica L.,Lamiaceae,I,,,,
406900,1045330,sp,Staehelina dubia L.,Asteraceae,,x,,,
407000,1045340,sp,Staphylea pinnata L.,Staphyleaceae,I,,,,
407100,1045350,sp,Stellaria alsine Grimm,Caryophyllaceae,I,,,,
407500,1045360,sp,Stellaria graminea L.,Caryophyllaceae,I,,,,
407600,1045370,sp,Stellaria holostea L.,Caryophyllaceae,I,,,,
407700,1045380,sp,Stellaria longifolia Willd.,Caryophyllaceae,I,,,,
407800,1045390,sp,Stellaria media (L.) Vill.,Caryophyllaceae,I,,Stellaria media aggr.,407805,1045400
407805,1045400,aggr,Stellaria media aggr.,Caryophyllaceae,I/A,,,,
408000,1045410,sp,Stellaria neglecta Weihe,Caryophyllaceae,I,,Stellaria media aggr.,407805,1045400
408095,1045420,sp,Stellaria nemorum L.,Caryophyllaceae,I,,,,
408100,1045430,subsp,Stellaria nemorum L. subsp. nemorum,Caryophyllaceae,I,,Stellaria nemorum L.,408095,1045420
408250,1045440,subsp,Stellaria nemorum subsp. montana (Pierrat) Berher,Caryophyllaceae,I,,Stellaria nemorum L.,408095,1045420
408300,1045450,sp,Stellaria pallida (Dumort.) Crép.,Caryophyllaceae,A,,Stellaria media aggr.,407805,1045400
408400,1045460,sp,Stellaria palustris Hoffm.,Caryophyllaceae,I,,,,
408600,1045470,sp,Stemmacantha rhapontica (L.) Dittrich,Asteraceae,I,,,,
408700,1045480,subsp,Stemmacantha rhapontica (L.) Dittrich subsp. rhapontica,Asteraceae,I,,Stemmacantha rhapontica (L.) Dittrich,408600,1045470
408800,1045490,subsp,Stemmacantha rhapontica subsp. lamarckii Dittrich,Asteraceae,I,,Stemmacantha rhapontica (L.) Dittrich,408600,1045470
409000,1045500,sp,Stipa capillata L.,Poaceae,I,,,,
409050,1045520,sp,Stipa eriocaulis Borbás,Poaceae,I,,Stipa pennata aggr.,409515,1045570
409100,1045530,subsp,Stipa eriocaulis Borbás subsp. eriocaulis,Poaceae,,x,Stipa eriocaulis Borbás,409050,1045520
409200,1045540,subsp,Stipa eriocaulis subsp. austriaca (Beck) Martinovský,Poaceae,I,,Stipa eriocaulis Borbás,409050,1045520
409300,1045550,subsp,Stipa eriocaulis subsp. lutetiana H. Scholz,Poaceae,,x,Stipa eriocaulis Borbás,409050,1045520
409515,1045570,aggr,Stipa pennata aggr.,Poaceae,I,,,,
409500,1045590,sp,Stipa pennata L.,Poaceae,I,,Stipa pennata aggr.,409515,1045570
409550,1045600,sp,Stipa pulcherrima K. Koch,Poaceae,,x,Stipa pennata aggr.,409515,1045570
409600,1045610,subsp,Stipa pulcherrima K. Koch subsp. pulcherrima,Poaceae,,x,Stipa pulcherrima K. Koch,409550,1045600
409650,1045620,subsp,Stipa pulcherrima subsp. epilosa (Martinovský) Tzvelev,Poaceae,,x,Stipa pulcherrima K. Koch,409550,1045600
409680,1045640,sp,Stipa tirsa Steven,Poaceae,,x,Stipa pennata aggr.,409515,1045570
409700,1045660,sp,Stratiotes aloides L.,Hydrocharitaceae,N,,,,
409800,1045670,sp,Streptopus amplexifolius (L.) DC.,Liliaceae,I,,,,
409900,1045680,sp,Subularia aquatica L.,Brassicaceae,I,,,,
410100,1045690,sp,Succisa pratensis Moench,Caprifoliaceae,I,,,,
410200,1045700,sp,Succisella inflexa (Kluk) Beck,Caprifoliaceae,,x,,,
410300,1045720,sp,Swertia perennis L.,Gentianaceae,I,,,,
410430,1045750,hybrid,Symphoricarpos ×chenaultii Rehder,Caprifoliaceae,N,,,,
410400,1045730,sp,Symphoricarpos albus (L.) S. F. Blake,Caprifoliaceae,N,,,,
410450,1045740,sp,Symphoricarpos orbicularis Moench,Caprifoliaceae,N,,,,
410980,1045840,hybrid,Symphytum ×uplandicum Nyman,Boraginaceae,N,,Symphytum officinale aggr.,410850,1045785
410600,1045760,sp,Symphytum asperum Lepech.,Boraginaceae,N,,Symphytum officinale aggr.,410850,1045785
410700,1045770,sp,Symphytum bulbosum K. F. Schimp.,Boraginaceae,I,,,,
410750,1045780,sp,Symphytum grandiflorum DC.,Boraginaceae,N,,,,
410850,1045785,aggr,Symphytum officinale aggr.,Boraginaceae,I/N,,,,
410800,1045790,sp,Symphytum officinale L.,Boraginaceae,I,,Symphytum officinale aggr.,410850,1045785
410900,1045810,sp,Symphytum tuberosum L.,Boraginaceae,I,,,,
411100,1045860,sp,Syringa vulgaris L.,Oleaceae,N,,,,
411130,1045870,sp,Tagetes erecta L.,Asteraceae,NC,,,,
411150,1045880,sp,Tagetes minuta L.,Asteraceae,N,,,,
411160,1045890,sp,Tagetes patula L.,Asteraceae,NC,,,,
411200,1045910,sp,Tamus communis L.,Dioscoreaceae,I,,,,
411300,1045920,sp,Tanacetum balsamita L.,Asteraceae,NC,,,,
411400,1045930,sp,Tanacetum cinerariifolium (Trevir.) Sch. Bip.,Asteraceae,N,,,,
411500,1045940,sp,Tanacetum corymbosum (L.) Sch. Bip.,Asteraceae,I,,,,
411550,1045950,subsp (single),Tanacetum corymbosum (L.) Sch. Bip. subsp. corymbosum,Asteraceae,I,,Tanacetum corymbosum (L.) Sch. Bip.,411500,1045940
411600,1045970,sp,Tanacetum macrophyllum (Waldst. & Kit.) Sch. Bip.,Asteraceae,NC,,,,
411700,1045980,sp,Tanacetum parthenium (L.) Sch. Bip.,Asteraceae,N,,,,
411800,1045990,sp,Tanacetum vulgare L.,Asteraceae,I,,,,
411850,1046000,aggr,Taraxacum alpestre aggr.,Asteraceae,I,,,,
412000,1046010,aggr,Taraxacum alpinum aggr.,Asteraceae,I,,,,
412100,1046020,sp,Taraxacum aquilonare Hand.-Mazz.,Asteraceae,I,,,,
412300,1046030,aggr,Taraxacum ceratophorum aggr.,Asteraceae,I,,,,
412500,1046040,aggr,Taraxacum cucullatum aggr.,Asteraceae,I,,,,
412600,1046050,sp,Taraxacum dissectum (Ledeb.) Ledeb.,Asteraceae,I,,,,
412700,1046060,aggr,Taraxacum fontanum aggr.,Asteraceae,I,,,,
412800,1046065,sp,Taraxacum handelii Murr,Asteraceae,,x,,,
412900,1046070,aggr,Taraxacum laevigatum aggr.,Asteraceae,I,,,,
413100,1046080,aggr,Taraxacum officinale aggr.,Asteraceae,I,,,,
413200,1046090,sp,Taraxacum pacheri Sch. Bip.,Asteraceae,I,,,,
413400,1046110,aggr,Taraxacum palustre aggr.,Asteraceae,I,,,,
413500,1046120,sp,Taraxacum schroeterianum Hand.-Mazz.,Asteraceae,I,,,,
413550,1046130,sp,Taxodium distichum (L.) Rich.,Cupressaceae,N,,,,
413600,1046140,sp,Taxus baccata L.,Taxaceae,I,,,,
413700,1046150,sp,Teesdalia nudicaulis (L.) R. Br.,Brassicaceae,I,,,,
