Nr. SISF,Taxon ID,Rangstufe,Taxonname,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF,Ist Teil von: Taxon ID
163300,1018650,subsp,Euphrasia picta subsp. arguta (F. Towns.) Yeo,Orobanchaceae,I,,Euphrasia picta Wimm.,163150,1018660
163150,1018660,sp,Euphrasia picta Wimm.,Orobanchaceae,I,,Euphrasia rostkoviana aggr.,163850,1018685
163200,1018670,subsp,Euphrasia picta Wimm. subsp. picta,Orobanchaceae,I,,Euphrasia picta Wimm.,163150,1018660
163250,1018680,sp,Euphrasia portae Wettst.,Orobanchaceae,,x,,,
163850,1018685,aggr,Euphrasia rostkoviana aggr.,Orobanchaceae,I,,,,
163450,1018700,sp,Euphrasia rostkoviana Hayne,Orobanchaceae,I,,Euphrasia rostkoviana aggr.,163850,1018685
163500,1018710,subsp,Euphrasia rostkoviana Hayne subsp. rostkoviana,Orobanchaceae,I,,Euphrasia rostkoviana Hayne,163450,1018700
163700,1018720,subsp,Euphrasia rostkoviana subsp. campestris (Jord.) Wettst.,Orobanchaceae,I,,Euphrasia rostkoviana Hayne,163450,1018700
163800,1018730,subsp,Euphrasia rostkoviana subsp. montana (Jord.) Wettst.,Orobanchaceae,I,,Euphrasia rostkoviana Hayne,163450,1018700
163900,1018740,sp,Euphrasia salisburgensis Hoppe,Orobanchaceae,I,,,,
164000,1018750,sp,Euphrasia stricta J. F. Lehm.,Orobanchaceae,I,,,,
164200,1018780,sp,Euphrasia tricuspidata L.,Orobanchaceae,,x,,,
164700,1018810,sp,Fagopyrum esculentum Moench,Polygonaceae,AC,,,,
164800,1018820,sp,Fagopyrum tataricum (L.) Gaertn.,Polygonaceae,AC,,,,
165000,1018840,sp,Fagus sylvatica L.,Fagaceae,I,,,,
165100,1018850,sp,Falcaria vulgaris Bernh.,Apiaceae,A,,,,
165150,1018860,sp,Fallopia aubertii (L. Henry) Holub,Polygonaceae,N,,,,
165200,1018870,sp,Fallopia convolvulus (L.) Á. Löve,Polygonaceae,A,,,,
165300,1018880,sp,Fallopia dumetorum (L.) Holub,Polygonaceae,I,,,,
165330,1018915,sp,Ferula communis L.,Apiaceae,N,,,,
165350,1018920,sp,Ferulago campestris (Besser) Grecescu,Apiaceae,N,,,,
165400,1018930,sp,Festuca acuminata Gaudin,Poaceae,I,,Festuca varia aggr.,171800,1019650
165450,1018950,sp,Festuca airoides Lam.,Poaceae,I,,Festuca ovina aggr.,168590,1019310
165600,1018960,sp,Festuca alpestris Roem. & Schult.,Poaceae,,x,Festuca varia aggr.,171800,1019650
165700,1018980,sp,Festuca alpina Suter,Poaceae,I,,,,
165800,1019000,sp,Festuca altissima All.,Poaceae,I,,,,
165900,1019010,sp,Festuca amethystina L.,Poaceae,I,,,,
166100,1019020,sp,Festuca arundinacea Schreb.,Poaceae,I,,,,
166200,1019030,subsp,Festuca arundinacea Schreb. subsp. arundinacea,Poaceae,I,,Festuca arundinacea Schreb.,166100,1019020
166400,1019050,subsp,Festuca arundinacea subsp. fenas (Lag.) Arcang.,Poaceae,N,,Festuca arundinacea Schreb.,166100,1019020
166500,1019060,subsp,Festuca arundinacea subsp. uechtritziana (Wiesb.) Hegi,Poaceae,N,,Festuca arundinacea Schreb.,166100,1019020
166550,1019070,sp,Festuca brevipila R. Tracey,Poaceae,I,,Festuca valesiaca aggr.,171690,1019630
166560,1019080,sp,Festuca burgundiana Auquier & Kerguélen,Poaceae,,x,Festuca valesiaca aggr.,171690,1019630
166650,1019090,sp,Festuca cinerea Vill.,Poaceae,,x,Festuca ovina aggr.,168590,1019310
167250,1019110,sp,Festuca filiformis Pourr.,Poaceae,I,,Festuca ovina aggr.,168590,1019310
167300,1019120,sp,Festuca flavescens Bellardi,Poaceae,,x,Festuca varia aggr.,171800,1019650
167400,1019130,sp,Festuca gigantea (L.) Vill.,Poaceae,I,,,,
167450,1019140,sp,Festuca gracilior (Hack.) Markgr.-Dann.,Poaceae,,x,Festuca ovina aggr.,168590,1019310
167500,1019150,sp,Festuca guestfalica Boenn.,Poaceae,I,,Festuca ovina aggr.,168590,1019310
167650,1019160,aggr,Festuca halleri aggr.,Poaceae,I,,,,
167600,1019180,sp,Festuca halleri All.,Poaceae,I,,Festuca halleri aggr.,167650,1019160
167620,1019185,subsp (single),Festuca halleri All. subsp. halleri,Poaceae,I,,Festuca halleri All.,167600,1019180
167770,1019200,sp,Festuca heteromalla Pourr.,Poaceae,I,,Festuca rubra aggr.,170200,1019470
167800,1019210,sp,Festuca heteropachys (St.-Yves) Auquier,Poaceae,I,,Festuca ovina aggr.,168590,1019310
167900,1019220,sp,Festuca heterophylla Lam.,Poaceae,I,,,,
